sei_numero,status,cpr,upm,publico_previsto,natureza,evento,endereco,cidade,inicio,fim,local_caracteristica,transito,Coluna 14,latitude,longitude
00050-00006704/2023-12,ENC,1º CPR,5º BPM,1000,JUNINA,FESTA JUNINA DA PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO,LAGO SUL - DF - SHIS QL 06/08 CONJUNTO A - ESTACIONAMENTO DA PARÓQUIA,Lago Sul,2023-06-23 18:00:00,2023-06-23 23:59:00,PRIA,,2023-06-01,,
00050-00006069/2023-65,ENC,1º CPR,1º BPM,500,JUNINA,ARRAIÁ DA ASTRISUTRA,BRASÍLIA - DF - ESTACIONAMENTO INTERNO DO TRIBUNAL SUPERIOR DO TRABALHO,Plano Piloto - Asa Sul,2023-06-23 19:00:00,2023-06-24 01:00:00,PRIA,,2023-05-19,,
00050-00006448/2023-55,ENC,1º CPR,1º BPM,800,JUNINA,FESTA JUNINA DA AABB,ASA SUL DF - SETOR DE CLUBES ESPORTIVOS SUL - TRECHO 02 CONJUNTO 17 - CLUBE AABB,Plano Piloto - Asa Sul,2023-06-23 19:00:00,2023-06-24 03:00:00,PUBA,,2023-05-25,,
00050-00004370/2023-34,ENC,1º CPR,1º BPM,3000,JUNINA/ESCOLA,ESCOLA MARIA MONTESSORI,"ASA SUL/DF - SGAS, QUADRA 913, CONJUNTO A",Plano Piloto - Asa Sul,2023-06-24 08:00:00,2023-06-24 22:00:00,PRIF,,2023-04-12,,
00050-00004372/2023-23,ENC,1º CPR,1º BPM,3000,JUNINA/ESCOLA,ESCOLA MARIA MONTESSORI,ASA SUL - DF - SGAS QUADRA 913 CONJUNTO A,Plano Piloto - Asa Sul,2023-06-24 08:00:00,2023-06-24 22:00:00,PRIF,,2023-04-13,,
00054-00062422/2023-84,ENC,1º CPR,1º BPM,900,JUNINA/ESCOLA,FESTA JUNINA - VIRAVENTOS ESCOLA INFANTIL,EQS 204/404 ASA SUL,Plano Piloto - Asa Sul,2023-06-24 08:00:00,2023-06-24 19:00:00,,,2023-05-25,,
00050-00007466/2023-54,ENC,1º CPR,3º BPM,300,JUNINA/ESCOLA,FESTA JUNINA- ESCOLA ANJO DA GUARDA,ASA NORTE - DF - SGAN 913 CONJ A - W5,Plano Piloto - Asa Norte,2023-06-24 09:00:00,2023-06-24 13:00:00,PRIA,,2023-06-16,,
00050-00006376/2023-46,ENC,1º CPR,3º BPM,1000,JUNINA,FESTA JUNINA NO CORAÇÃO SOLIDÁRIO DE MARIA,ASA NORTE - DF - SGAN 702 CONJUNTO C,Plano Piloto - Asa Norte,2023-06-24 09:00:00,2023-06-24 15:00:00,,,2023-05-24,,
00050-00007249/2023-64,ENC,1º CPR,1º BPM,900,JUNINA/ESCOLA,FESTA JUNINA COLÉGIO SÉRIOS,ASA SUL - DF - SGAS 902 BLOCO C LOJA 75,Plano Piloto - Asa Sul,2023-06-24 13:00:00,2023-06-24 23:00:00,PRIA,,2023-06-13,,
00050-00003728/2023-10,ENC,1º CPR,1º BPM,800,JUNINA,FESTA JUNINA,SGAS 902 SUL LOTE 75,Plano Piloto - Asa Sul,2023-06-24 14:00:00,2023-06-24 22:00:00,PUBA,,2023-03-30,,
00050-00003745/2023-49,ENC,1º CPR,1º BPM,800,JUNINA/ESCOLA,COLÉGIO SERIÖS,"PLANO PILOTO-DF, SGAS 902, LOTE 75",Plano Piloto - Asa Sul,2023-06-24 15:00:00,2023-06-24 22:00:00,PRIF,,2023-03-31,,
00050-00006391/2023-94,ENC,1º CPR,1º BPM,200,JUNINA,MEGA ARRAIÁ MINISTÉRIO PÚBLICO E JUDICIÁRIO,"ASA SUL/DF - SCES, TRECHO 2, CONJUNTO 21 - LOTES 15/20",Plano Piloto - Asa Sul,2023-06-24 16:00:00,2023-06-24 22:00:00,PRIF,,2023-05-25,,
00054-00081392/2023-13,ENC,1º CPR,3º BPM,1000,JUNINA,FESTA JUNINA DA GRANDE LOJA MAÇÔNICA DO DISTRITO FEDERAL,"SGAN 909, MOD A - ASA NORTE",Plano Piloto - Asa Norte,2023-06-24 17:00:00,2023-06-25 01:00:00,PRIF,,2023-06-14,,
00050-00004475/2023-93,ENC,1º CPR,3º BPM,1000,JUNINA,FESTA JUNINA APCEF/DF - 2023,"ASA NORTE/DF - SCEN, TRECHO 03, CONJUNTO 03, LOTES 2A/2B",Plano Piloto - Asa Norte,2023-06-24 18:00:00,2023-06-25 02:00:00,PRIF,,2023-04-13,,
00050-00006704/2023-12,ENC,1º CPR,5º BPM,1000,JUNINA,FESTA JUNINA DA PARÓQUIA NOSSA SENHORA DO PERPÉTUO SOCORRO,LAGO SUL - DF - SHIS QL 06/08 CONJUNTO A - ESTACIONAMENTO DA PARÓQUIA,Lago Sul,2023-06-24 18:00:00,2023-06-24 23:59:00,PRIA,,2023-06-01,,
00050-00007427/2023-57,ENC,1º CPR,7º BPM,250,JUNINA,ARRAIÁ ABRACI,CRUZEIRO VELHO - DF - ÁREA ESPECIAL DA ARUC - S/N,Cruzeiro,2023-06-24 18:00:00,2023-06-24 22:00:00,PUBA,,2023-06-16,,
,ENC,1º CPR,1º BPM,250,JUNINA,FESTA JUNINA DA AMPDFT,"SETOR DE CLUBES ESPORTIVOS SUL, TRECHO 02, LOTES 02/38",Plano Piloto - Asa Sul,2023-06-24 18:00:00,2023-06-24 23:50:00,,,2023-06-20,,
00050-00006390/2023-40,ENC,1º CPR,3º BPM,1000,JUNINA,ARRAIÁ DA CASA DO CEARÁ,"ASA NORTE/DF - SGAN 910, CONJUNTO F/G",Plano Piloto - Asa Norte,2023-06-24 19:00:00,2023-06-24 23:59:00,PRIF,,2023-05-25,,
00054-00074748/2023-54,ENC,1º CPR,3º BPM,1000,JUNINA,ARRAIÁ DA CASA DO CEARÁ - SEGUNDO PEDIDO VIDE PROC RELACIONADO,"SGAN 910, CONJ F/G",Plano Piloto - Asa Norte,2023-06-24 19:00:00,2023-06-25 02:00:00,PUBA,,2023-05-31,,
00050-00006561/2023-31,ENC,1º CPR,3º BPM,150,JUNINA,FESTA JULINA - PARÓQUIA SÃO CHARBEL,NOROESTE - DF - EQNN 704/705 BLOCO A,Noroeste,2023-06-28 19:00:00,2023-06-28 23:00:00,PRIF,,2023-05-30,,
00050-00006561/2023-31,ENC,1º CPR,3º BPM,150,JUNINA,FESTA JULINA - PARÓQUIA SÃO CHARBEL,NOROESTE - DF - EQNN 704/705 BLOCO A,Noroeste,2023-06-28 19:00:00,2023-06-28 23:00:00,PRIF,,2023-05-30,,
00050-00007755/2023-53,ENC,1º CPR,3º BPM,200,JUNINA,"""ARRAIÁ SOLIDÁRIO BB 2023""",ASA NORTE - DF - JARDIM DE ACESSO EM FRENTE AO EDIFÍCIO SEDE DO BANCO DO BRASIL - SAUN,Plano Piloto - Asa Norte,2023-06-29 16:30:00,2023-06-29 21:30:00,PUBA,,2023-06-26,,
00050-00007755/2023-53,ENC,1º CPR,3º BPM,200,JUNINA,"""ARRAIÁ SOLIDÁRIO BB 2023""",Asa Norte - DF - Jardim de Acesso em Frente ao Edifício Sede do Banco do Brasil - Saun,Plano Piloto - Asa Norte,2023-06-29 16:30:00,2023-06-29 21:30:00,PUBA,,2023-06-26,,
00050-00006561/2023-31,ENC,1º CPR,3º BPM,150,JUNINA,FESTA JULINA - PARÓQUIA SÃO CHARBEL,NOROESTE - DF - EQNN 704/705 BLOCO A,Noroeste,2023-06-29 19:00:00,2023-06-29 23:00:00,PRIF,,2023-05-30,,
00050-00006963/2023-35,ENC,1º CPR,1º BPM,680,JUNINA/ESCOLA,FESTA JUNINA DA EC 410 SUL,SQS 410 AE - EC 410SUL,Plano Piloto - Asa Sul,2023-06-30 15:00:00,2023-06-30 20:00:00,PUBF,,2023-06-07,,
00050-00007033/2023-07,ENC,1º CPR,3º BPM,1000,JUNINA/ESCOLA,FESTA JUNINA DA ESCOLA CLASSE 708 NORTE,ASA NORTE - DF - SHCGN 707 - ÁREA ESPECIAL,Plano Piloto - Asa Norte,2023-06-30 16:00:00,2023-06-30 20:00:00,PUBA,,2023-06-07,,
00050-00006676/2023-25,ENC,1º CPR,7º BPM,500,JUNINA,FESTA JUNINA DA PARÓQUIA NOSSA SENHORA DAS DORES,CRUZEIRO VELHO - DF - ÁREA ESPECIAL - QUADRA 03 - ESTACIONAMENTO DA PARÓQUIA,Cruzeiro,2023-06-30 18:00:00,2023-06-30 22:00:00,PUBA,,2023-05-31,,
00050-00006728/2023-63,ENC,1º CPR,3º BPM,2000,JUNINA,1º FESTA JUNINA DA BASÍLICA DE SÃO FRANCISCO DE ASSIS,ASA NORTE - DF - BASÍLICA DE SÃO FRANCISCO DE ASSIS - SGAN AVENIDA W5 NORTE - QUADRA 915 MODULOS A E B,Plano Piloto - Asa Norte,2023-06-30 19:00:00,2023-07-01 01:00:00,,,2023-06-01,,
00050-00006943/2023-64,ENC,1º CPR,1º BPM,800,JUNINA,"FESTA JUNINA DE CONFRATERNIZAÇÃO DOS MAGISTRADOS, SERVIDORES, PRESTADORES DE SERVIÇOS DO STJ E DO CJF E SEUS FAMILIARES E CONVIDADOS",ESTACIONAMENTO LESTE DO STJ À SAFS - QUADRA 06 LOTE 01,Plano Piloto - Asa Sul,2023-06-30 19:00:00,2023-06-30 23:59:00,PUBA,,2023-06-06,,
00054-00085362/2023-78,ENC,1º CPR,1º BPM,5000,JUNINA/ESCOLA,Maristinha,609 Sul,Plano Piloto - Asa Sul,2023-07-01 08:30:00,2023-07-01 20:00:00,,,2023-06-29,,
00050-00006779/2023-95,ENC,1º CPR,1º BPM,2000,JUNINA/ESCOLA,FESTA JUNINA DO COLÉGIO MARISTA,"ASA SUL/DF - SGAS 609, MÓDULO A - COLÉGIO MARISTA DE BRASÍLIA",Plano Piloto - Asa Sul,2023-07-01 09:00:00,2023-07-01 17:00:00,PRIA,,2023-06-02,,
00050-00006780/2023-10,ENC,1º CPR,5º BPM,1000,JUNINA/ESCOLA,FESTA JULINA 2023,"LAGO SUL/DF - SHIS EQL 06/08, CONJUNTO A1",Lago Sul,2023-07-01 11:00:00,2023-07-01 19:00:00,PRIA,,2023-06-02,,
00054-00084402/2023-64,ENC,1º CPR,3º BPM,500,JUNINA/ESCOLA,SANTA DOROTEIA,SGAN 911 CONJUNTO B,Plano Piloto - Asa Norte,2023-07-01 11:00:00,2023-07-01 18:00:00,PUBA,,2023-06-29,,
00050-00007818/2023-71,ENC,1º CPR,3º BPM,500,JUNINA/ESCOLA,FESTA JUNINA - CEF 104 NORTE,Asa Norte - DF - SQN 104 - Área Especial - Pátio da Escola,Plano Piloto - Asa Norte,2023-07-01 12:00:00,2023-07-01 16:00:00,PUBA,,2023-06-27,,
00050-00007504/2023-79,ENC,1º CPR,3º BPM,3000,JUNINA/ESCOLA,FESTA JUNINA ESCOLA PARQUE 210/211 NORTE,EQN 210/211 NORTE,Plano Piloto - Asa Norte,2023-07-01 15:00:00,2023-07-01 21:00:00,PUBF,,2023-06-19,,
00054-00081469/2023-47,ENC,1º CPR,1º BPM,500,JUNINA/ESCOLA,CRECHE SÃO VICENTE DE PAULO,EQS 204/205 lote B,Plano Piloto - Asa Sul,2023-07-01 15:30:00,2023-07-01 19:00:00,PRIA,,2023-06-29,,
00050-00005910/2023-05,ENC,1º CPR,3º BPM,400,JUNINA/ESCOLA,FESTA JUNINA -  ARRAIÁ DA 407 NORTE,SQN 407 - ASA NORTE,Plano Piloto - Asa Norte,2023-07-01 17:00:00,2023-07-01 23:00:00,PUBA,,2023-05-17,,
00050-00006676/2023-25,ENC,1º CPR,7º BPM,500,JUNINA,FESTA JUNINA DA PARÓQUIA NOSSA SENHORA DAS DORES,CRUZEIRO VELHO - DF - ÁREA ESPECIAL - QUADRA 03 - ESTACIONAMENTO DA PARÓQUIA,Cruzeiro,2023-07-01 18:00:00,2023-07-01 22:00:00,PUBA,,2023-05-31,,
00050-00006900/2023-89,ENC,1º CPR,1º BPM,1500,JUNINA,ARRAIÁ DA OAB,ASA SUL - DF - SCES - SETOR DE CLUBE DE ESPORTIVOS SUL - TRECHO 02 LOTE 32 - CLUBE DA OAB,Plano Piloto - Asa Sul,2023-07-01 18:00:00,2023-07-02 01:00:00,PRIF,,2023-06-05,,
00050-00006728/2023-63,ENC,1º CPR,3º BPM,2000,JUNINA,1º FESTA JUNINA DA BASÍLICA DE SÃO FRANCISCO DE ASSIS,ASA NORTE - DF - BASÍLICA DE SÃO FRANCISCO DE ASSIS - SGAN AVENIDA W5 NORTE - QUADRA 915 MODULOS A E B,Plano Piloto - Asa Norte,2023-07-01 19:00:00,2023-07-02 01:00:00,,,2023-06-01,,
00050-00006209/2023-03,ENC,1º CPR,1º BPM,200,JUNINA,ARRAIÁ DOS APOSENTADOS,ASA SUL - DF - EQS 314/315 BLOCO A - EM FRENTE AO TEATRO DOS BANCÁRIOS,Plano Piloto - Asa Sul,2023-07-02 09:00:00,2023-07-02 17:00:00,PUBA,,2023-05-22,,
00050-00006867/2023-97,ENC,1º CPR,7º BPM,1000,JUNINA,"“ARRAIÁ DO PRIMEIRO""","PRIMEIRO BAR – SIG QUADRA 08, LOTE 2395 – BRASÍLIA - DF",Cruzeiro,2023-07-02 11:00:00,2023-07-03 03:00:00,PRIA,,2023-06-02,,
00050-00006676/2023-25,ENC,1º CPR,7º BPM,500,JUNINA,FESTA JUNINA DA PARÓQUIA NOSSA SENHORA DAS DORES,CRUZEIRO VELHO - DF - ÁREA ESPECIAL - QUADRA 03 - ESTACIONAMENTO DA PARÓQUIA,Cruzeiro,2023-07-02 18:00:00,2023-07-02 22:00:00,PUBA,,2023-05-31,,
00050-00005985/2023-88,ENC,1º CPR,1º BPM,500,JUNINA/ESCOLA,FESTA JUNINA - EC 308 SUL,ASA SUL - DF - SQS 308 - ÁREA ESPECIAL - ESCOLA PÚBLICA,Plano Piloto - Asa Sul,2023-07-07 15:00:00,2023-07-07 21:00:00,PUBA,,2023-05-18,,
00050-00007127/2023-78,ENC,1º CPR,3º BPM,500,JUNINA,FESTA JULINA DO FEPECS,Asa Norte - DF - SMHN 03 Conj A Bloco 1 - Edifício da FEPECS,Plano Piloto - Asa Norte,2023-07-07 17:00:00,2023-07-07 23:00:00,PRIA,,2023-06-12,,
00050-00007144/2023-13,ENC,1º CPR,7º BPM,500,JUNINA,FESTA JUNINA DO TERRAÇO SHOPPING,Octogonal - DF - SHC - AOS EntreQuadras 2/8 Lote 05 - Terraço Shopping,Sudoeste/Octogonal,2023-07-07 18:00:00,2023-07-07 22:00:00,PRIA,,2023-06-12,,
00050-00007679/2023-86,ENC,1º CPR,3º BPM,200,JUNINA,QUERMESSE DE SÃO JOÃO,ASA NORTE - DF - PÁTIO INTERNO DA PARÓQUIA - SGAN 908 - PRÓXIMO AO CEUB,Plano Piloto - Asa Norte,2023-07-07 18:00:00,2023-07-07 23:59:00,PRIA,,2023-06-22,,
00020-00005190/2023-81,ENC,1º CPR,3º BPM,250,JUNINA,FESTA JULINA PGDF/2023,BRASÍLIA/DF - SAM - ESTACIONAMENTO DO EDIFÍCIO SEDE DA PGDF,Plano Piloto - Asa Norte,2023-07-07 18:00:00,2023-07-07 23:00:00,PUBF,,2023-06-28,,
00050-00006910/2023-14,ENC,1º CPR,1º BPM,700,JUNINA/ESCOLA,FESTA JUNINA - ESCOLA CLASSE 314 SUL,ASA SUL - DF - NA SQS ÁREA ESPECIAL 314 - PÁTIO DA ESCOLA,Plano Piloto - Asa Sul,2023-07-07 18:00:00,2023-07-07 22:00:00,PUBF,,2023-06-06,,
00050-00005983/2023-99,ENC,1º CPR,1º BPM,200,JUNINA,VII ARRAIÁ DO CLUBE DOS BOMBEIROS,"BRASÍLIA/DF - ASA SUL - SCES TRECHO 2, CONJUNTO 68, LOTES 2/29",Plano Piloto - Asa Sul,2023-07-07 19:00:00,2023-07-08 03:00:00,PUBA,,2023-05-17,,
00054-00078377/2023-80,ENC,1º CPR,1º BPM,0,JUNINA,ARRAIÁ DA ASSEJUS,"CLUBE DA ASSEJUS FICA NO SETOR DE CLUBES SUL, TRECHO 2, LOTES 2/39, BRASILIA/DF",Plano Piloto - Asa Sul,2023-07-08 00:00:00,2023-07-08 23:50:00,PRIF,,2023-06-05,,
00054-00071347/2023-42,ENC,1º CPR,7º BPM,300,JUNINA/ESCOLA,EC CACHOEIRINHA,SHCES QD 805 ÁREA ESPECIAL,Cruzeiro,2023-07-08 09:00:00,2023-07-08 21:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,1º CPR,1º BPM,1000,JUNINA/ESCOLA,EC CACHOEIRINHA,"SQS 103, ÁREA ESPECIAL, ASA SUL",Plano Piloto - Asa Sul,2023-07-08 10:00:00,2023-07-08 18:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,1º CPR,5º BPM,0,JUNINA/ESCOLA,EC CACHOEIRINHA,QI 05 CJ. 17 AE (ATRÁS DO CENTRO COMERCIAL GILBERTO SALOMÃO),Lago Sul,2023-07-08 10:00:00,2023-07-08 14:30:00,,,2023-01-08,,
00080-00146479/2023-36,ENC,1º CPR,1º BPM,500,JUNINA/ESCOLA,Festa Junina do Jardim de Infância 314 Sul,SQS 314 - ÁREA ESPECIAL - ASA SUL,Plano Piloto - Asa Sul,2023-07-08 11:00:00,2023-07-08 16:00:00,,,2023-06-20,,
00054-00071347/2023-42,ENC,1º CPR,1º BPM,400,JUNINA/ESCOLA,EC CACHOEIRINHA,304 SUL,Plano Piloto - Asa Sul,2023-07-08 15:00:00,2023-07-08 20:00:00,,,2023-01-08,,
00054-00071347/2023-42,ENC,1º CPR,24º BPM,500,JUNINA/ESCOLA,EC CACHOEIRINHA,"SHIN CA 02 LOTE 24, ÁREA ESPECIAL",Lago Norte,2023-07-08 15:00:00,2023-07-08 21:00:00,,,2023-01-08,,
00050-00007238/2023-84,ENC,1º CPR,3º BPM,400,JUNINA/ESCOLA,FESTA JUNINA DO COLÉGIO CNGC DE BRASÍLIA,"SGAN QD 608, A/E D - ASA NORTE",Plano Piloto - Asa Norte,2023-07-08 15:00:00,2023-07-08 21:00:00,PRIA,,2023-06-13,,
00050-00007230/2023-18,ENC,1º CPR,3º BPM,200,JUNINA,FESTA JUNINA - 2º ARRAIÁ PET SOLIDÁRIO,SETOR NOROESTE - ESTACIONAMENTO DO CRENW 3 (COMÉRCIO REGIONAL ESPECIAL NOROESTE),Noroeste,2023-07-08 15:00:00,2023-07-08 23:00:00,PRIA,,2023-06-13,,
00050-00006552/2023-40,ENC,1º CPR,1º BPM,600,JUNINA,FESTA JULINA - ARRAIAL DA URSA,ASA SUL - DF - EQS 216/416,Plano Piloto - Asa Sul,2023-07-08 16:00:00,2023-07-08 23:59:00,PUBA,,2023-05-30,,
00050-00005639/2023-08,ENC,1º CPR,1º BPM,600,JUNINA/ESCOLA,ARRAIAL DA URSA,ASA SUL - DF - EQS 216/416 - ESTACIONAMENTO DO COLÉGIO,Plano Piloto - Asa Sul,2023-07-08 16:00:00,2023-07-08 23:59:00,PUBA,,2023-05-11,,
00050-00007379/2023-05,ENC,1º CPR,7º BPM,600,JUNINA/ESCOLA,FESTA JULINA DA ESCOLA CLASSE 04 DO CRUZEIRO,"CRUZEIRO NOVO/DF - SHCES, QUADRA 405/407 - ÁREA ESPECIAL",Cruzeiro,2023-07-08 16:00:00,2023-07-08 21:00:00,PUBF,,2023-06-19,,
00050-00007528/2023-28,ENC,1º CPR,3º BPM,200,JUNINA/ESCOLA,FESTA JUNINA GIR@VIDA,SQN 113 NORTE - ECOLA CLASSE 113,Plano Piloto - Asa Norte,2023-07-08 16:00:00,2023-07-08 22:00:00,PUBA,,2023-06-22,,
00050-00007061/2023-16,ENC,1º CPR,3º BPM,200,JUNINA,ARRAIÁ COREAÚ,Asa Norte - DF - Estacionamento da SCLRN 708 - Em Frente ao Bloco A,Plano Piloto - Asa Norte,2023-07-08 17:00:00,2023-07-08 23:00:00,PUBA,,2023-06-07,,
00050-00007434/2023-59,ENC,1º CPR,1º BPM,150,JUNINA,FESTA JULINA PSB/INOSEB,ASA SUL - DF - SEPS 714/914 BLOCO B,Plano Piloto - Asa Sul,2023-07-08 17:00:00,2023-07-08 22:00:00,PRIF,,2023-06-16,,
00054-00086431/2023-61,ENC,1º CPR,1º BPM,120,JUNINA,FESTA BENEFICIENTE - ARRAIAL ANGLICANO,ASA SUL - DF - EQS 309/310,Plano Piloto - Asa Sul,2023-07-08 17:00:00,2023-07-08 23:30:00,,,2023-07-06,,
00050-00006893/2023-15,ENC,1º CPR,1º BPM,5000,JUNINA,FESTA JULINA DO CLUBE NAVAL,ASA SUL - DF - SETOR DE CLUBES ESPORTIVO SUL - TRECHO 2 CONJUNTO 13 - CLUBE NAVAL,Plano Piloto - Asa Sul,2023-07-08 18:00:00,2023-07-09 02:00:00,PRIA,,2023-06-06,,
00050-00007144/2023-13,ENC,1º CPR,7º BPM,500,JUNINA,FESTA JUNINA DO TERRAÇO SHOPPING,Octogonal - DF - SHC - AOS EntreQuadras 2/8 Lote 05 - Terraço Shopping,Sudoeste/Octogonal,2023-07-08 18:00:00,2023-07-08 22:00:00,PRIA,,2023-06-12,,
00050-00007679/2023-86,ENC,1º CPR,3º BPM,200,JUNINA,QUERMESSE DE SÃO JOÃO,ASA NORTE - DF - PÁTIO INTERNO DA PARÓQUIA - SGAN 908 - PRÓXIMO AO CEUB,Plano Piloto - Asa Norte,2023-07-08 18:00:00,2023-07-08 23:59:00,PRIA,,2023-06-22,,
00050-00005983/2023-99,ENC,1º CPR,1º BPM,200,JUNINA,VII ARRAIÁ DO CLUBE DOS BOMBEIROS,"BRASÍLIA/DF - ASA SUL - SCES TRECHO 2, CONJUNTO 68, LOTES 2/29",Plano Piloto - Asa Sul,2023-07-08 19:00:00,2023-07-09 03:00:00,PUBA,,2023-05-17,,
00050-00007065/2023-02,ENC,1º CPR,1º BPM,2500,JUNINA,ARRAIÁ DA ASSEJUS,Brasília - DF - Setor de Clubes Esportivos SUL - SCES - Trecho 02-30 - Clube da ASSEJUS,Plano Piloto - Asa Sul,2023-07-08 19:00:00,2023-07-09 02:00:00,PUBA,,2023-06-07,,
00050-00007061/2023-16,ENC,1º CPR,3º BPM,200,JUNINA,ARRAIÁ COREAÚ,Asa Norte - DF - Estacionamento da SCLRN 708 - Em Frente ao Bloco A,Plano Piloto - Asa Norte,2023-07-09 17:00:00,2023-07-09 23:00:00,PUBA,,2023-06-07,,
00050-00007067/2023-93,ENC,1º CPR,3º BPM,100,JUNINA,FESTA JUNINA  -  ARRAIÁ DA 404 NORTE,SCLN 404 BLOCO A - COMERCIAL - ASA NORTE - ASA NORTE - BRASÍLIA - DF,Plano Piloto - Asa Norte,2023-07-09 19:00:00,2023-07-09 23:59:00,PUBA,,2023-06-07,,
00050-00007201/2023-56,ENC,1º CPR,1º BPM,150,JUNINA,FESTA JUNINA,ASA SUL DF - SHCS SQS 405 - QUADRA DE ESPORTES - CENTRO DE ENSINO DA 405 SUL,Plano Piloto - Asa Sul,2023-07-12 16:00:00,2023-07-12 23:00:00,PUBA,,2023-06-13,,
00050-00007325/2023-31,ENC,1º CPR,1º BPM,1000,JUNINA,FESTA DO CARMO,"ASA SUL/DF - AV. W5, SGAS 913, CONJUNTO A",Plano Piloto - Asa Sul,2023-07-14 08:00:00,2023-07-14 23:59:00,PUBF,,2023-06-15,,
00050-00007676/2023-42,ENC,1º CPR,3º BPM,200,JUNINA,FESTA JULINA DA CAPES,ASA NORTE - DF - SETOR BANCÁRIO NORTE - QUADRA 02 LOTE 6 BLOCO L,Plano Piloto - Asa Norte,2023-07-14 12:00:00,2023-07-14 22:00:00,PUBA,,2023-06-22,,
00050-00006738/2023-07,ENC,1º CPR,5º BPM,400,JUNINA,FESTA JULINA DO HOSPITAL DAHER,LAGO SUL - DF - SHIS QI 07 - HPP - CONJUNTO F - ESTACIONAMENTO DO HOSPITAL DAHER,Lago Sul,2023-07-14 18:00:00,2023-07-14 23:59:00,PRIF,,2023-06-02,,
00050-00007325/2023-31,ENC,1º CPR,1º BPM,1000,JUNINA,FESTA DO CARMO,"ASA SUL/DF - AV. W5, SGAS 913, CONJUNTO A",Plano Piloto - Asa Sul,2023-07-15 08:00:00,2023-07-15 23:59:00,PUBF,,2023-06-15,,
00050-00007388/2023-98,ENC,1º CPR,3º BPM,100,JUNINA,FESTA JULINA,"ASA NORTE/DF - SGAN, QUADRA 905, MÓDULO A",Plano Piloto - Asa Norte,2023-07-15 16:00:00,2023-07-15 23:59:00,PRIA,,2023-06-16,,
00050-00006061/2023-07,ENC,1º CPR,7º BPM,250,JUNINA,FESTA JUNINA DA AOS 5,OCTOGONAL - DF - AOS 5 - ÁREA COMUM INTERNA - QUADRA DE ESPORTES,Sudoeste/Octogonal,2023-07-15 17:00:00,2023-07-15 22:00:00,PRIF,,2023-05-18,,
00050-00007402/2023-53,ENC,1º CPR,3º BPM,180,JUNINA,FESTA JULINA DA 215 NORTE,"SQN 215, AREA CENTRAL - ASA NORTE",Plano Piloto - Asa Norte,2023-07-15 17:00:00,2023-07-15 22:00:00,PUBA,,2023-06-19,,
00050-00007501/2023-35,ENC,1º CPR,3º BPM,3000,JUNINA,FESTA JULINA BRASAL,BRASÍLIA - DF - SRPN - ARENA BRB - ESTÁDIO NACIONAL - EIXO MONUMENTAL,Plano Piloto - Asa Norte,2023-07-15 19:00:00,2023-07-16 04:00:00,PUBF,,2023-06-22,,
00050-00007325/2023-31,ENC,1º CPR,1º BPM,1000,JUNINA,FESTA DO CARMO,"ASA SUL/DF - AV. W5, SGAS 913, CONJUNTO A",Plano Piloto - Asa Sul,2023-07-16 08:00:00,2023-07-16 23:59:00,PUBF,,2023-06-15,,
00050-00006482/2023-20,ENC,1º CPR,1º BPM,800,JUNINA,QUERMESSE SAGRADO MERCÊS,"PLANO PILOTO-DF, SGAS 615, BLOCO D - ASA SUL",Plano Piloto - Asa Sul,2023-07-16 19:00:00,2023-07-17 00:00:00,,,2023-05-25,,
00050-00006482/2023-20,ENC,1º CPR,1º BPM,800,JUNINA,QUERMESSE SAGRADO MERCÊS,"PLANO PILOTO-DF, SGAS 615, BLOCO D - ASA SUL",Plano Piloto - Asa Sul,2023-07-17 19:00:00,2023-07-18 00:00:00,,,2023-05-25,,
00050-00006482/2023-20,ENC,1º CPR,1º BPM,800,JUNINA,QUERMESSE SAGRADO MERCÊS,"PLANO PILOTO-DF, SGAS 615, BLOCO D - ASA SUL",Plano Piloto - Asa Sul,2023-07-18 19:00:00,2023-07-19 00:00:00,,,2023-05-25,,
00050-00007323/2023-42,ENC,1º CPR,1º BPM,800,JUNINA,ARRAIÁ DO FNDE,"ASA SUL/DF - SBS Q. 2, BLOCO F - ED. FNDE",Plano Piloto - Asa Sul,2023-07-21 17:00:00,2023-07-22 01:30:00,PUBA,,2023-06-15,,
00050-00006543/2023-59,ENC,1º CPR,24º BPM,700,JUNINA,FESTA JULHINA NOVA ACRÓPOLE,LAGO NORTE - DF - SHIN CA 09 LOTES 17 E 18,Lago Norte,2023-07-22 15:00:00,2023-07-22 23:00:00,PRIF,,2023-05-30,,
00050-00007067/2023-93,ENC,1º CPR,3º BPM,100,JUNINA,FESTA JUNINA  -  ARRAIÁ DA 404 NORTE,SCLN 404 BLOCO A - COMERCIAL - ASA NORTE - ASA NORTE - BRASÍLIA - DF,Plano Piloto - Asa Norte,2023-07-22 19:00:00,2023-07-22 23:59:00,PUBA,,2023-06-07,,
00050-00007067/2023-93,ENC,1º CPR,3º BPM,100,JUNINA,FESTA JUNINA  -  ARRAIÁ DA 404 NORTE,SCLN 404 BLOCO A - COMERCIAL - ASA NORTE - ASA NORTE - BRASÍLIA - DF,Plano Piloto - Asa Norte,2023-07-23 19:00:00,2023-07-23 23:59:00,PUBA,,2023-06-07,,
